epoch,train_loss,val_loss
1,0.9848285933672372,0.7458926306830512
2,0.8844321407167252,0.6760901874966092
3,0.7681780238609529,0.5805900361802843
4,0.5960336405005159,0.41949529118008083
5,0.3573264186665163,0.329065826204088
6,0.2649722045424294,0.1708585023880005
7,0.1643669295445674,0.1270835796991984
8,0.14741203475133174,0.10839648379219903
9,0.11476964869741667,0.08344186676873101
10,0.0896291490328514,0.0718414584795634
11,0.07433554109206982,0.055966476599375405
12,0.05744934755530061,0.041563467846976385
13,0.047991278818098164,0.035441031058629356
14,0.042119861659357105,0.03158089849683973
15,0.03926483689054931,0.02920874622133043
16,0.0360298264498091,0.02458901537789239
17,0.033575886386935996,0.022724209560288325
18,0.031296852281538105,0.021758874257405598
19,0.0296837162163298,0.020529149307145014
20,0.028816985040061218,0.020511211620436773
21,0.028329400187831814,0.020328437288602192
22,0.027808272569193004,0.020234917600949604
23,0.027509955026335634,0.01994680364926656
24,0.02711883843955347,0.019761342141363356
25,0.026914293819901635,0.019801550441318087
26,0.026600310694699907,0.019776523113250732
27,0.026544059400504593,0.01956609884897868
28,0.02630093912620329,0.019626329342524212
29,0.026238390618124923,0.01931123932202657
30,0.026013195009554846,0.01951688528060913
31,0.025706634177999982,0.01895975238747067
32,0.025502345824645736,0.018957972526550293
33,0.02525069754002458,0.018789206941922505
34,0.02539718504679405,0.01881310012605455
35,0.025338417897790164,0.019110172986984253
36,0.02515765266903376,0.018406296769777935
37,0.024743874362633055,0.01897660560078091
38,0.024764612401272618,0.018441900610923767
39,0.024409227957159788,0.018528009454409283
40,0.024210728662835676,0.017969068553712633
41,0.02400454272658138,0.018150515026516385
42,0.023897747198740642,0.017938726478152804
43,0.024142293606774282,0.018004993597666424
44,0.024290927217505073,0.018869325518608093
45,0.025196278162595242,0.0194128155708313
46,0.025629593490880762,0.018324105276001826
47,0.024040622899761308,0.017963533600171406
