epoch,train_loss,val_loss
1,0.9365027799444684,0.7087383800082736
2,0.8152637481689453,0.6078883277045356
3,0.6599996642204328,0.4518329832288954
4,0.400566788043006,0.23206808831956652
5,0.2363958331824696,0.17784452438354492
6,0.1899721932276494,0.13200481732686362
7,0.15212403044188763,0.11554590861002605
8,0.12416326393515377,0.1003557840983073
9,0.10465483476886642,0.07812090052498712
10,0.08404692485507599,0.06312700112660725
11,0.07137977268736241,0.05112469527456495
12,0.05805758163753876,0.043508787949879967
13,0.047622606915942695,0.033958372142579824
14,0.04100107439493729,0.027819378508461848
15,0.0355135333740105,0.02491053607728746
16,0.032763898372650146,0.021701282925075956
17,0.030986457221252095,0.0208720862865448
18,0.029781330945128102,0.020020428631040785
19,0.028612140039939664,0.019567880365583632
20,0.02768498221359684,0.019404139783647325
21,0.02714890679397152,0.01937916212611728
22,0.026908750924686926,0.01955730550818973
23,0.026661707856560832,0.01947872671816084
24,0.026558051001554155,0.019614169994990032
25,0.02636852456351458,0.01919929848776923
26,0.025896336062479826,0.019198573297924466
27,0.025718274426325568,0.01875498394171397
28,0.02582012984038746,0.018932855791515775
29,0.025590393166084073,0.01871283186806573
30,0.02551438629963977,0.018676766090922885
31,0.025198443966396783,0.01858197318183051
32,0.02504956688584581,0.018472265866067674
33,0.02490486701329549,0.01841662327448527
34,0.02478814175573446,0.018489854203330144
35,0.024715979894002277,0.018200917376412287
36,0.024486601689441057,0.018350071377224393
37,0.024503421985496907,0.017976411514812045
38,0.02420140743929114,0.01812438170115153
39,0.024183765137936436,0.018015745613310073
40,0.024084396449859533,0.0181812412208981
41,0.023895177800776594,0.017876471082369488
42,0.023774486645466865,0.017842938502629597
43,0.023757879175035294,0.017492459879981145
44,0.023568825364786352,0.01805722051196628
45,0.02362775398513018,0.017485926548639934
46,0.023669851365062475,0.017927351925108168
47,0.023564935740778,0.01821919282277425
48,0.023913350145695574,0.017013192176818848
49,0.02326095558829227,0.017066521777047053
50,0.022984523726048443,0.01753316322962443
51,0.02313698802964162,0.01688063641389211
52,0.023226931101858278,0.017525376545058355
53,0.023013456898220513,0.016871003641022578
54,0.02289876695406639,0.017248815960354276
55,0.022416975706984095,0.016704840792549983
56,0.02262733767261613,0.01711836126115587
57,0.022557998107651533,0.016646072268486023
58,0.02234518831059084,0.017012897464964125
59,0.02221981987441327,0.016394459538989596
60,0.022309796958319885,0.016824298434787326
61,0.022572857343544393,0.016961720254686143
62,0.0233835961859105,0.018595993518829346
63,0.023582373803618262,0.0174870855278439
64,0.023896908524346217,0.017969187763002183
