epoch,train_loss,val_loss
1,0.8969454696342817,0.6902662004743304
2,0.39185178671791526,0.2687377021426246
3,0.19644432956509947,0.1467199931069026
4,0.13118626904312927,0.11498691922142393
5,0.11755363568985527,0.10340482469588991
6,0.10723617850401651,0.09268161985609266
7,0.0929509366608956,0.07554491739424449
8,0.08419820838195813,0.07412834772987971
9,0.07987728903621923,0.06085143770490374
10,0.0762742003305232,0.06739413549029638
11,0.07106220375073935,0.05986651920136951
12,0.06798127529295499,0.05406672613961356
13,0.06516160862844017,0.04976704763987708
14,0.06516360788669619,0.05212040553017268
15,0.06473272088190767,0.049883812192886595
16,0.05911855699423447,0.0422487183222695
17,0.05988963071775463,0.04077881101578001
18,0.05952452287489414,0.04259673375931997
19,0.05729779546788911,0.04510584710136292
20,0.055047123902009304,0.04201416363791814
21,0.057806639838841274,0.038194372540428526
22,0.05941172128061412,0.04346194342961387
23,0.05426450342740552,0.035904142591688365
24,0.05274920219007166,0.03772143712119451
25,0.05080568022282751,0.04740069404480949
26,0.05440172144911152,0.04633182571047828
27,0.058571999489130125,0.0398362780374194
28,0.051293872967264426,0.03954287180824885
