epoch,train_loss,val_loss
1,0.8530207310352955,0.6010831802610367
2,0.29033582668762664,0.1393595952836294
3,0.0916004476246533,0.05764919992477175
4,0.049074419625886566,0.03455750525943817
5,0.03443104413536576,0.023780111282590836
6,0.029769364330503676,0.0200926178977603
7,0.027994330401893135,0.01890398964049324
8,0.026833922207892477,0.017612568915836395
9,0.026037493446567753,0.016884817017449275
10,0.025185835701567273,0.016262417747860865
11,0.024792621891061822,0.015369740743485709
12,0.024271966727288277,0.014712947701650953
13,0.023534906519067898,0.014257407377636621
14,0.023103652326194372,0.014938762263646202
15,0.02261857428887227,0.013827694786919488
16,0.022623663550024636,0.014742189929598854
17,0.022550312337932643,0.014716071741921561
18,0.02224227249085366,0.013264610653831846
19,0.021296710312903464,0.013071673257010323
20,0.021271079599678337,0.012375320707048689
21,0.020968825027749344,0.012682664962041946
22,0.020503544189908483,0.01317898432413737
23,0.020587522346336203,0.012789000594426714
24,0.02033404008046285,0.011720356487092517
25,0.02014513304820648,0.011716072521512471
26,0.019899576857641293,0.012359595487988184
27,0.019619618673940322,0.01192372753506615
28,0.019746063081351843,0.012647357251909044
29,0.01948585018918321,0.012816127330537826
30,0.019125226515907427,0.010954832273816306
31,0.019167184068991972,0.011643099406408884
32,0.01905748740330831,0.011336196982671343
33,0.01866010574249176,0.010474871075342573
34,0.018725311210205604,0.012259524966043139
35,0.018693518754956243,0.01104448049787491
36,0.018487905104597052,0.01116996341281467
37,0.018608448741672275,0.01095297790708996
38,0.018597668489894352,0.011362072967347644
