epoch,train_loss,val_loss
1,0.9137090680039959,0.7097677124871148
2,0.8036792903770635,0.6134239832560221
3,0.6604700158407659,0.4639662636650933
4,0.43703961593133434,0.2418874634636773
5,0.23640151708214371,0.17592769198947483
6,0.18071141668859822,0.12481329176161024
7,0.13589084111613992,0.10577975379096137
8,0.10644568530497728,0.08514869875378078
9,0.08538800698739511,0.06407970852322048
10,0.06766163534772249,0.051801443099975586
11,0.05631865303457519,0.043277455700768366
12,0.04705399642755956,0.034881151384777494
13,0.04047788518630428,0.02938657667901781
14,0.036129869520664215,0.02618446283870273
15,0.03344335797944187,0.02297964526547326
16,0.03161766591631336,0.021763399243354797
17,0.030467202587996,0.020343530509206984
18,0.029659676561017097,0.019799861643049452
19,0.028492051786110726,0.019358096851242915
20,0.02794949475813795,0.019411348634295993
21,0.02745810984691352,0.019311582048734028
22,0.02724513006799015,0.018938135769632127
23,0.026755562673012417,0.018928512930870056
24,0.026549202447504174,0.018784172005123563
25,0.02628515870022921,0.019385514987839594
26,0.02628822889133,0.018649061520894367
27,0.02585075377130214,0.01829631957742903
28,0.025546454859000665,0.01809247997072008
29,0.0254151916568294,0.01784561077753703
30,0.024986683126584985,0.017589969767464533
31,0.024865882540190662,0.017582999335394964
32,0.02463921656211217,0.017539416750272114
33,0.024500989412635933,0.017507304747899372
34,0.024348835495335085,0.017246736420525446
35,0.02436090994304345,0.017152789566251967
36,0.02387366328894356,0.01705047653781043
37,0.0238046068928124,0.016862024863560993
38,0.023472885520737848,0.016644287440511916
39,0.023355021290941004,0.016639043887456257
40,0.02317214883679961,0.016716291507085163
41,0.023101263185158188,0.01639951103263431
42,0.02313933452522313,0.01626392536693149
43,0.023301347308320765,0.017631896668010287
44,0.02341547829133493,0.01618839634789361
45,0.022662825238557508,0.01681927012072669
46,0.023038499425222844,0.015806506077448528
47,0.022242347629349908,0.0158223162094752
48,0.02204054957370699,0.01567454801665412
49,0.02192305663117656,0.016204607155587938
50,0.022029800593485065,0.016628036896387737
