epoch,train_loss,val_loss
1,0.7672515694377926,0.4905352516779824
2,0.2699654214238028,0.20469718509250218
3,0.13393446793020825,0.09557118491520958
4,0.08442069174336438,0.05264470690772647
5,0.07550171824536554,0.04980334024580698
6,0.07288667809188791,0.04945652068607391
7,0.07027053456981515,0.0427999458615742
8,0.06791688283045759,0.04248670169285366
9,0.06538764382053308,0.0408245911673894
10,0.06132214220672275,0.03012500868903266
11,0.0562934039277418,0.03351010973491366
12,0.05432937219543113,0.031760510944184805
13,0.05410682908852119,0.032645819679139154
14,0.05478364204581501,0.03360918590000698
15,0.05268503390350514,0.03447038786751883
