epoch,train_loss,val_loss
1,0.835019859107765,0.6692228771391369
2,0.3201761310164993,0.16455709366571336
3,0.09801294137765695,0.04686255682082403
4,0.049510871862863993,0.029841436280144587
5,0.040547986019839034,0.022653587280757843
6,0.03656376464230878,0.020201245943705242
7,0.03483145319305741,0.019343150986565485
8,0.03399272571812879,0.019466360410054524
9,0.03361827663115195,0.018650234691680423
10,0.033119541388732174,0.019265178650144547
11,0.032852550258149614,0.019815910430181594
12,0.032782692809004685,0.01835665059468103
13,0.032104266298425804,0.017486805007571264
14,0.03167344204656355,0.01720552406613789
15,0.03149856327174304,0.016977041486709837
16,0.031229157705564756,0.016753172117566304
17,0.030903239865918777,0.01665439870622423
18,0.030382528050883754,0.016235366700187562
19,0.030254787421441293,0.01780990759531657
20,0.0301309386352161,0.015390281639401876
21,0.029594880503577156,0.017298946304926798
22,0.029849735108223762,0.015327992893400647
23,0.02925868014673571,0.015799001095786927
24,0.029111232306506182,0.01555769405667744
25,0.028447364543651318,0.016423166744292728
26,0.027778706482580833,0.014696657657623291
27,0.027523351503206086,0.013798005051083036
28,0.027204798417048412,0.01322462350603134
29,0.027111318465825672,0.01555715761487446
30,0.027647131645643676,0.013948474611554827
31,0.027605785532398626,0.014738764081682478
32,0.02727512196377591,0.013176672042362274
33,0.027540572054751286,0.013605144288804796
34,0.026758785093868816,0.012708054648505317
35,0.02626313631599014,0.01498411288337102
36,0.026999783498030883,0.012796960179767912
37,0.026748838904383662,0.013477805114927747
38,0.02620841450877376,0.013632371312096006
39,0.026536574324330053,0.013392875118861123
